compound,result0
1265_Si-W,0
1266_Si-Re,0
1267_Si-Os,0
1268_Si-Ir,0
1269_Si-Pt,0
1270_Si-Au,0
1271_Si-Tl,0
1272_Si-Pb,0
1273_Si-Bi,0
1274_Ti-H,1
1275_Ti-He,1
1276_Ti-Li,1
1277_Ti-Be,1
1278_Ti-B,1
1279_Ti-C,1
1280_Ti-N,1
1281_Ti-O,1
1282_Ti-F,1
1284_Ti-Na,1
1285_Ti-Mg,1
1286_Ti-Al,1
1287_Ti-Si,1
1288_Ti-P,1
1289_Ti-S,1
1290_Ti-Cl,1
1291_Ti-Ar,1
1292_Ti-K,1
1293_Ti-Ca,1
1294_Ti-Sc,1
1295_Ti-Ti,1
1296_Ti-V,1
1297_Ti-Cr,1
1298_Ti-Mn,1
1299_Ti-Fe,1
1300_Ti-Co,1
1301_Ti-Ni,1
1302_Ti-Cu,1
1303_Ti-Zn,1
1304_Ti-Ga,1
1305_Ti-Ge,1
1306_Ti-As,1
1307_Ti-Se,1
1308_Ti-Br,1
1309_Ti-Kr,1
1310_Ti-Rb,1
1311_Ti-Sr,1
1312_Ti-Y,1
1313_Ti-Zr,1
1314_Ti-Nb,1
1315_Ti-Mo,1
1316_Ti-Ru,0
1317_Ti-Rh,0
1318_Ti-Pd,0
1319_Ti-Ag,0
1320_Ti-Cd,0
1321_Ti-In,0
1322_Ti-Sn,0
1323_Ti-Sb,0
1324_Ti-Te,0
1325_Ti-I,0
1326_Ti-Xe,0
1327_Ti-Cs,0
1328_Ti-Ba,0
1329_Ti-La,0
1330_Ti-Hf,0
1331_Ti-Ta,0
1332_Ti-W,0
1333_Ti-Re,0
1334_Ti-Os,0
1335_Ti-Ir,0
1336_Ti-Pt,0
1337_Ti-Au,0
1338_Ti-Tl,0
1339_Ti-Pb,0
1340_Ti-Bi,0
1341_V-H,1
1342_V-He,1
1343_V-Li,1
1344_V-Be,1
1345_V-B,1
1346_V-C,1
1347_V-N,1
1348_V-O,1
1349_V-F,1
1350_V-Ne,1
1351_V-Na,1
1352_V-Mg,1
1353_V-Al,1
1354_V-Si,1
1355_V-P,1
1356_V-S,1
1357_V-Cl,1
1358_V-Ar,1
1359_V-K,1
1360_V-Ca,1
1361_V-Sc,1
1362_V-Ti,1
1363_V-V,1
1364_V-Cr,1
1365_V-Mn,1
1366_V-Fe,1
1367_V-Co,1
1368_V-Ni,1
1369_V-Cu,1
1370_V-Zn,1
1371_V-Ga,1
1372_V-Ge,1
1373_V-As,1
1374_V-Se,1
1375_V-Br,1
1376_V-Kr,1
1377_V-Rb,1
1378_V-Sr,1
1379_V-Y,1
1380_V-Zr,1
1381_V-Nb,1
1382_V-Mo,1
1383_V-Ru,0
1384_V-Rh,0
1385_V-Pd,0
1386_V-Ag,0
1387_V-Cd,0
1388_V-In,0
1389_V-Sn,0
1390_V-Sb,0
1391_V-Te,0
1392_V-I,0
1393_V-Xe,0
1394_V-Cs,0
1395_V-Ba,0
1396_V-La,0
1397_V-Hf,0
1398_V-Ta,0
1399_V-W,0
1400_V-Re,0
1401_V-Os,0
1402_V-Ir,0
1403_V-Pt,0
1404_V-Au,0
1405_V-Tl,0
1406_V-Pb,0
1407_V-Bi,0
1408_W-H,2
1409_W-He,2
1410_W-Li,2
1411_W-Be,2
1412_W-B,2
1413_W-C,2
1414_W-N,2
1415_W-O,2
1416_W-F,2
1417_W-Ne,2
1418_W-Na,2
1419_W-Mg,2
1420_W-Al,2
1421_W-Si,2
1422_W-P,2
1423_W-S,2
1424_W-Cl,2
1425_W-Ar,2
1426_W-K,2
1427_W-Ca,2
1428_W-Sc,2
1429_W-Ti,2
1430_W-V,2
1431_W-Cr,2
1432_W-Mn,2
1433_W-Fe,2
1434_W-Co,2
1435_W-Ni,2
1436_W-Cu,2
1437_W-Zn,2
1438_W-Ga,2
1439_W-Ge,2
1440_W-As,2
1441_W-Se,2
1442_W-Br,2
1443_W-Kr,2
1444_W-Rb,2
1445_W-Sr,2
1446_W-Y,2
1447_W-Zr,2
1448_W-Nb,2
1449_W-Mo,2
1450_W-Ru,2
1451_W-Rh,2
1452_W-Pd,2
1453_W-Ag,2
1454_W-Cd,2
1455_W-In,2
1456_W-Sn,2
1457_W-Sb,2
1458_W-Te,2
1459_W-I,2
1460_W-Xe,2
1461_W-Cs,2
1462_W-Ba,2
1463_W-La,2
1464_W-Hf,2
1465_W-Ta,2
1466_W-W,2
1467_W-Re,2
1468_W-Os,2
1469_W-Ir,2
1470_W-Pt,2
1471_W-Au,2
1472_W-Tl,2
1473_W-Pb,2
1474_W-Bi,2
1475_Zn-H,1
1476_Zn-He,1
1477_Zn-Li,1
1478_Zn-Be,1
1479_Zn-B,1
1480_Zn-C,1
1481_Zn-N,1
1482_Zn-O,1
1483_Zn-F,1
1484_Zn-Ne,1
1485_Zn-Na,1
1486_Zn-Mg,1
1487_Zn-Al,1
1488_Zn-Si,1
1489_Zn-P,1
1490_Zn-S,1
1491_Zn-Cl,1
1492_Zn-Ar,1
1493_Zn-K,1
1494_Zn-Ca,1
1495_Zn-Sc,1
1496_Zn-Ti,1
1497_Zn-V,1
1498_Zn-Cr,1
1499_Zn-Mn,1
1500_Zn-Fe,1
1501_Zn-Co,1
1502_Zn-Ni,1
1503_Zn-Cu,1
1504_Zn-Zn,1
1505_Zn-Ga,1
1506_Zn-Ge,1
1507_Zn-As,1
1508_Zn-Se,1
1509_Zn-Br,1
1510_Zn-Kr,1
1511_Zn-Rb,1
1512_Zn-Sr,1
1513_Zn-Y,1
1514_Zn-Zr,1
1515_Zn-Nb,1
1516_Zn-Mo,1
1517_Zn-Ru,0
1518_Zn-Rh,0
1519_Zn-Pd,0
1520_Zn-Ag,0
1521_Zn-Cd,0
1522_Zn-In,0
1523_Zn-Sn,0
1524_Zn-Sb,0
1525_Zn-Te,0
1526_Zn-I,0
1527_Zn-Xe,0
1528_Zn-Cs,0
1529_Zn-Ba,0
1530_Zn-La,0
1531_Zn-Hf,0
1532_Zn-Ta,0
1533_Zn-W,0
1534_Zn-Re,0
1535_Zn-Os,0
1536_Zn-Ir,0
1537_Zn-Pt,0
1538_Zn-Au,0
1539_Zn-Tl,0
1540_Zn-Pb,0
1541_Zn-Bi,0
